id,"name","url"
1,"玄幻奇幻","http://www.xxbiquge.com/xclass/1/1.html"
2,"武侠仙侠","http://www.xxbiquge.com/xclass/2/1.html"
3,"都市言情","http://www.xxbiquge.com/xclass/3/1.html"
4,"历史军事","http://www.xxbiquge.com/xclass/4/1.html"
5,"科幻灵异","http://www.xxbiquge.com/xclass/5/1.html"
6,"网游竞技","http://www.xxbiquge.com/xclass/6/1.html"
7,"女频频道","http://www.xxbiquge.com/xclass/7/1.html"
8,"完本小说","http://www.xxbiquge.com/quanben/"
9,"排行榜单","http://www.xxbiquge.com/xbqgph.html"
